City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
261,Bengkulu,ID,2022-03-25 00:34:34,-3.8004,102.2655,78.24,70,100,3.51
262,Saskylakh,RU,2022-03-25 00:32:47,71.9167,114.0833,-10.98,100,100,4.32
263,Udachnyy,RU,2022-03-25 00:41:53,66.4167,112.4,8.46,55,100,3.69
264,Piacabucu,BR,2022-03-25 00:41:54,-10.4056,-36.4344,77.9,75,31,5.57
265,Palmas,BR,2022-03-25 00:41:54,-10.2128,-48.3603,73.27,100,75,3.44
266,Yaring,TH,2022-03-25 00:41:55,6.8662,101.3689,80.29,85,4,5.5
267,Meaux,FR,2022-03-25 00:41:55,48.9167,3.0,47.5,56,0,7.85
268,Ketchikan,US,2022-03-25 00:41:56,55.3422,-131.6461,48.18,61,100,11.5
269,Rawson,AR,2022-03-25 00:32:20,-43.3002,-65.1023,57.87,66,0,11.03
270,Causapscal,CA,2022-03-25 00:41:56,48.3542,-67.227,28.4,93,100,10.83
271,Mawlaik,MM,2022-03-25 00:41:57,23.6333,94.4167,72.36,52,5,1.3
272,Badulla,LK,2022-03-25 00:41:57,6.9895,81.0557,68.97,90,9,3.85
273,Saint-Gabriel,CA,2022-03-25 00:41:57,46.3001,-73.3824,35.6,95,100,2.64
274,Cururupu,BR,2022-03-25 00:35:14,-1.8283,-44.8683,74.16,98,99,2.91
275,Gumla,IN,2022-03-25 00:41:58,23.05,84.55,72.39,22,27,2.91
276,Berdigestyakh,RU,2022-03-25 00:41:58,62.0989,126.6992,18.52,94,95,1.45
277,Alice Springs,AU,2022-03-25 00:40:28,-23.7,133.8833,76.55,47,0,14.97
278,Challapata,BO,2022-03-25 00:41:59,-18.9,-66.7667,54.82,40,76,6.35
279,Menongue,AO,2022-03-25 00:41:59,-14.6585,17.691,63.36,97,100,2.37
280,Lodja,CD,2022-03-25 00:42:00,-3.4833,23.4333,68.76,97,2,1.25
281,Ancud,CL,2022-03-25 00:34:35,-41.8697,-73.8203,49.03,90,2,5.5
282,Angoche,MZ,2022-03-25 00:42:00,-16.2325,39.9086,76.57,83,9,3.44
283,Nailsea,GB,2022-03-25 00:42:01,51.4324,-2.7585,49.55,70,0,4.61
284,Nanortalik,GL,2022-03-25 00:29:37,60.1432,-45.2371,27.12,71,100,5.26
285,Opuwo,NA,2022-03-25 00:42:01,-18.0607,13.84,66.18,81,67,4.12
286,Hasaki,JP,2022-03-25 00:33:53,35.7333,140.8333,54.28,42,0,5.53
287,Sahuaripa,MX,2022-03-25 00:42:02,29.05,-109.2333,79.11,9,0,2.06
288,Berlevag,NO,2022-03-25 00:42:02,70.8578,29.0864,26.4,83,100,40.38
289,La Ronge,CA,2022-03-25 00:35:27,55.1001,-105.2842,26.85,50,75,18.41
290,Auki,SB,2022-03-25 00:42:03,-8.7676,160.7034,83.59,73,33,4.18
291,Bend,US,2022-03-25 00:42:03,44.0582,-121.3153,66.0,46,0,10.36
292,Deputatskiy,RU,2022-03-25 00:29:41,69.3,139.9,-2.47,88,41,0.92
293,Okha,RU,2022-03-25 00:42:04,53.5739,142.9478,23.81,80,10,2.89
294,Panshi,CN,2022-03-25 00:42:05,42.9422,126.0561,46.08,72,100,15.77
295,Chapais,CA,2022-03-25 00:34:13,49.7834,-74.8492,29.98,98,100,10.85
296,Sao Felix Do Xingu,BR,2022-03-25 00:42:05,-6.6447,-51.995,72.72,98,100,1.21
297,College,US,2022-03-25 00:30:16,64.8569,-147.8028,35.29,40,75,4.61
298,Antofagasta,CL,2022-03-25 00:40:26,-23.65,-70.4,65.01,83,27,4.9
299,Quatre Cocos,MU,2022-03-25 00:42:06,-20.2078,57.7625,78.91,78,40,10.45
300,Mason City,US,2022-03-25 00:42:06,43.1536,-93.201,40.32,85,100,6.91
301,Bilibino,RU,2022-03-25 00:32:45,68.0546,166.4372,20.16,91,100,2.46
302,Madingou,CG,2022-03-25 00:42:08,-4.1536,13.55,75.27,89,5,2.21
303,Gorazde,BA,2022-03-25 00:42:08,43.6669,18.9764,41.74,62,0,2.75
304,Zhigansk,RU,2022-03-25 00:42:09,66.7697,123.3711,5.14,92,40,3.51
305,Taoudenni,ML,2022-03-25 00:42:09,22.6783,-3.9836,74.44,25,0,11.48
306,Champerico,GT,2022-03-25 00:42:09,14.3,-91.9167,82.47,71,76,3.74
307,Souillac,MU,2022-03-25 00:32:37,-20.5167,57.5167,79.18,83,40,3.44
308,Cayenne,GF,2022-03-25 00:34:20,4.9333,-52.3333,80.1,1,100,5.75
309,Beyneu,KZ,2022-03-25 00:33:56,45.3167,55.2,35.82,72,95,16.02
310,Tari,NG,2022-03-25 00:42:10,12.4086,4.4914,82.33,15,0,10.02
311,Bharatpur,IN,2022-03-25 00:42:11,27.2167,77.4833,73.09,19,0,4.83
312,Sept-Iles,CA,2022-03-25 00:40:34,50.2001,-66.3821,28.06,78,100,5.75
313,Qasigiannguit,GL,2022-03-25 00:42:11,68.8193,-51.1922,17.85,84,100,1.03
314,Hilton Head Island,US,2022-03-25 00:42:12,32.2163,-80.7526,57.97,95,100,0.0
315,Mnogovershinnyy,RU,2022-03-25 00:42:12,53.9353,139.9242,26.6,79,2,2.68
316,Yumen,CN,2022-03-25 00:35:44,40.2833,97.2,34.0,57,88,7.61
317,Tazovskiy,RU,2022-03-25 00:42:13,67.4667,78.7,0.37,99,100,8.57
318,Nicoya,CR,2022-03-25 00:42:13,10.1483,-85.452,82.35,59,100,10.69
319,Bridlington,GB,2022-03-25 00:42:14,54.0831,-0.1919,53.01,73,46,3.0
320,Komsomolskiy,UZ,2022-03-25 00:33:22,40.4272,71.7189,39.92,81,75,6.91
321,Shebunino,RU,2022-03-25 00:42:14,46.4339,141.8603,37.53,86,20,9.84
322,Dingle,PH,2022-03-25 00:33:13,10.9995,122.6711,84.79,68,94,11.34
323,Bayan,CN,2022-03-25 00:42:15,46.0833,127.4,40.77,65,37,17.94
324,San Policarpo,PH,2022-03-25 00:42:15,12.1791,125.5072,82.26,80,97,11.16
325,Pervomayskoye,RU,2022-03-25 00:34:26,43.919,46.7102,36.95,84,99,4.63
326,Tanabe,JP,2022-03-25 00:42:15,33.7333,135.3667,58.21,61,0,8.05
327,Vao,NC,2022-03-25 00:32:18,-22.6667,167.4833,77.36,65,57,12.3
328,Malindi,KE,2022-03-25 00:42:16,-3.2175,40.1191,79.95,89,2,8.14
329,Bay Roberts,CA,2022-03-25 00:42:16,47.5999,-53.2648,28.51,72,86,5.99
330,Fare,PF,2022-03-25 00:42:17,-16.7,-151.0167,81.9,71,49,12.77
331,Beringovskiy,RU,2022-03-25 00:33:43,63.05,179.3167,20.3,91,100,4.72
332,Mount Isa,AU,2022-03-25 00:30:46,-20.7333,139.5,87.57,29,23,8.05
333,Santa Isabel Do Rio Negro,BR,2022-03-25 00:33:18,-0.4139,-65.0192,74.75,96,16,2.89
334,Inuvik,CA,2022-03-25 00:42:18,68.3499,-133.7218,5.86,53,0,9.22
335,Lumby,CA,2022-03-25 00:42:18,50.2498,-118.969,51.57,24,100,1.14
336,Qiryat Gat,IL,2022-03-25 00:38:05,31.61,34.7642,49.41,100,98,15.95
337,Awash,ET,2022-03-25 00:42:19,8.9833,40.1667,73.11,69,3,3.24
338,Vestmanna,FO,2022-03-25 00:42:19,62.1564,-7.1664,43.72,100,100,0.0
339,Say,NE,2022-03-25 00:42:20,13.1007,2.3689,90.16,35,87,6.26
340,Corner Brook,CA,2022-03-25 00:42:20,48.9667,-57.9484,24.96,97,100,2.98
341,Paso De Los Toros,UY,2022-03-25 00:42:20,-32.8167,-56.5167,57.47,65,18,18.32
342,Vestmannaeyjar,IS,2022-03-25 00:39:18,63.4427,-20.2734,42.73,79,100,6.76
343,Pingdingshan,CN,2022-03-25 00:42:21,33.7385,113.3012,54.93,80,100,8.34
344,Moose Factory,CA,2022-03-25 00:42:22,51.2585,-80.6094,32.0,86,100,6.91
345,Dhidhdhoo,MV,2022-03-25 00:39:16,6.8833,73.1,82.78,64,56,8.39
346,Ahipara,NZ,2022-03-25 00:35:10,-35.1667,173.1667,68.18,79,93,17.63
347,Cubarral,CO,2022-03-25 00:42:22,3.7935,-73.8406,74.48,73,89,6.89
348,San Patricio,US,2022-03-25 00:33:54,28.017,-97.5169,80.69,21,0,5.44
349,Akureyri,IS,2022-03-25 00:42:23,65.6835,-18.0878,26.53,80,100,10.36
350,Blagoyevo,RU,2022-03-25 00:42:23,63.3667,47.9167,14.99,87,9,9.8
351,Uvalde,US,2022-03-25 00:38:27,29.3669,-99.767,77.99,10,0,6.91
352,Benguela,AO,2022-03-25 00:42:24,-12.5763,13.4055,78.04,86,94,1.19
353,Altamira,BR,2022-03-25 00:42:24,-3.2033,-52.2064,72.36,99,47,2.57
354,Surt,LY,2022-03-25 00:42:24,31.2089,16.5887,54.0,60,0,10.13
355,Havre,FR,2022-03-25 00:42:25,49.5833,0.3333,50.4,57,0,9.22
356,Khani,GE,2022-03-25 00:42:25,41.9563,42.9566,31.57,92,85,4.29
357,Axim,GH,2022-03-25 00:34:14,4.8699,-2.2405,79.93,84,100,4.36
358,Bajram Curri,AL,2022-03-25 00:42:26,42.3554,20.0784,43.52,58,0,4.32
359,Buraydah,SA,2022-03-25 00:42:12,26.326,43.975,57.65,28,0,8.72
360,Toamasina,MG,2022-03-25 00:42:26,-18.1667,49.3833,75.2,94,75,2.3
361,Sorland,NO,2022-03-25 00:42:27,67.667,12.6934,34.3,62,100,8.21
362,Puerto Carreno,CO,2022-03-25 00:42:27,6.189,-67.4859,88.93,41,95,16.22
363,Yangambi,CD,2022-03-25 00:42:28,0.8102,24.4336,72.18,83,1,1.19
364,Solaro,IT,2022-03-25 00:42:28,44.8799,9.1732,47.7,38,1,4.5
365,Nhulunbuy,AU,2022-03-25 00:42:28,-12.2333,136.7667,83.01,78,75,16.11
366,Ferrol,ES,2022-03-25 00:42:29,43.4832,-8.2369,54.27,74,1,6.71
367,Bacolod,PH,2022-03-25 00:42:29,10.6667,122.95,85.24,63,100,5.14
368,Jalu,LY,2022-03-25 00:33:55,29.0331,21.5482,52.03,43,0,8.57
369,Vanimo,PG,2022-03-25 00:35:29,-2.6741,141.3028,86.77,63,100,2.66
370,Maungaturoto,NZ,2022-03-25 00:42:30,-36.1,174.3667,68.67,66,80,17.09
371,Zhuhai,CN,2022-03-25 00:42:30,22.2769,113.5678,74.98,94,75,17.27
372,Uhlove,UA,2022-03-25 00:42:31,44.8215,33.6045,37.69,68,0,4.54
373,Santa Maria,BR,2022-03-25 00:42:31,-29.6842,-53.8069,70.9,78,0,6.91
374,Gambela,ET,2022-03-25 00:42:32,8.25,34.5833,81.34,42,91,1.77
375,Kano,NG,2022-03-25 00:37:58,12.0001,8.5167,75.09,27,96,0.0
376,Palmer,US,2022-03-25 00:30:54,42.1584,-72.3287,42.85,86,100,8.05
377,Sioux Lookout,CA,2022-03-25 00:41:17,50.1001,-91.917,39.27,65,20,4.61
378,Nantucket,US,2022-03-25 00:33:12,41.2835,-70.0995,50.14,98,100,10.36
379,Kenai,US,2022-03-25 00:42:33,60.5544,-151.2583,42.03,61,100,25.32
380,Porto Novo,BJ,2022-03-25 00:32:41,6.4965,2.6036,82.22,80,100,8.59
381,Moree,AU,2022-03-25 00:42:33,-29.4667,149.85,66.22,88,75,9.22
382,Hami,CN,2022-03-25 00:34:03,42.8,93.45,36.39,30,0,5.46
383,Baykit,RU,2022-03-25 00:34:07,61.67,96.37,11.98,97,100,0.58
384,Sola,VU,2022-03-25 00:42:34,-13.8833,167.55,82.81,72,48,11.12
385,Sanmenxia,CN,2022-03-25 00:42:34,34.7747,111.1814,56.52,66,100,9.51
386,Becerril,CO,2022-03-25 00:42:34,9.7041,-73.2793,83.86,50,13,8.03
387,Barcelona,ES,2022-03-25 00:40:37,41.3888,2.159,55.54,70,0,12.66
388,Guozhen,CN,2022-03-25 00:42:35,34.3659,107.359,50.29,72,100,5.12
389,Wuda,CN,2022-03-25 00:42:36,39.4994,106.7117,40.28,22,100,19.37
390,Sivaki,RU,2022-03-25 00:42:36,52.6333,126.75,25.0,77,100,6.87
391,Los Llanos De Aridane,ES,2022-03-25 00:42:36,28.6585,-17.9182,56.95,78,0,5.99
392,Longyearbyen,SJ,2022-03-25 00:34:48,78.2186,15.6401,-2.36,71,75,8.05
393,Hofn,IS,2022-03-25 00:35:39,64.2539,-15.2082,37.35,73,100,11.7
394,Tiksi,RU,2022-03-25 00:33:10,71.6872,128.8694,-2.33,90,93,0.47
395,Poddorye,RU,2022-03-25 00:42:37,57.4695,31.1156,34.38,98,100,3.27
396,San Rafael,AR,2022-03-25 00:42:38,-34.6177,-68.3301,58.86,27,0,4.52
397,Lerwick,GB,2022-03-25 00:42:38,60.1545,-1.1494,46.4,93,96,18.48
398,Male,MV,2022-03-25 00:42:38,4.1748,73.5089,82.35,78,20,11.5
399,Bonthe,SL,2022-03-25 00:32:48,7.5264,-12.505,77.14,90,1,4.12
400,Novomykolayivka,UA,2022-03-25 00:42:39,47.9781,35.9102,34.02,63,0,3.4
401,Senanga,ZM,2022-03-25 00:33:15,-16.1167,23.2667,63.41,95,98,2.51
402,Disna,BY,2022-03-25 00:42:39,55.568,28.1971,34.72,90,26,3.4
403,Aswan,EG,2022-03-25 00:42:40,24.0934,32.907,54.05,28,0,10.67
404,Vallenar,CL,2022-03-25 00:42:40,-28.5708,-70.7581,69.24,55,0,2.84
405,Denpasar,ID,2022-03-25 00:34:34,-8.65,115.2167,78.46,94,40,8.05
406,Ferkessedougou,CI,2022-03-25 00:42:41,9.6,-5.2,86.36,48,91,8.57
407,Cape Coast,GH,2022-03-25 00:42:41,5.1053,-1.2466,80.65,85,98,6.13
408,Garissa,KE,2022-03-25 00:42:42,-0.4536,39.6401,79.59,79,72,13.96
409,Zlobin,HR,2022-03-25 00:42:42,45.2924,14.6541,43.63,54,0,3.44
410,Salalah,OM,2022-03-25 00:33:29,17.0151,54.0924,71.69,60,0,3.44
411,Mogadishu,SO,2022-03-25 00:42:43,2.0371,45.3438,80.04,81,100,13.31
412,Saint-Gaudens,FR,2022-03-25 00:42:43,43.0833,0.6667,43.02,79,99,4.45
413,Brigantine,US,2022-03-25 00:41:53,39.4101,-74.3646,50.05,100,100,8.05
414,Gat,IL,2022-03-25 00:34:08,31.61,34.7642,49.41,100,100,15.68
415,Northam,GB,2022-03-25 00:34:18,51.0333,-4.2167,48.38,75,4,3.76
416,Tanggu,CN,2022-03-25 00:42:44,39.0211,117.6469,44.56,68,100,11.56
417,Lata,PT,2022-03-25 00:35:10,40.1629,-8.3327,56.07,90,90,5.23
418,Banyo,CM,2022-03-25 00:42:45,6.75,11.8167,68.52,30,100,1.1
419,Bukoba,TZ,2022-03-25 00:42:45,-1.3317,31.8122,69.87,72,99,4.25
420,Pecos,US,2022-03-25 00:42:45,31.4229,-103.4932,77.09,6,0,8.05
421,Sayyan,YE,2022-03-25 00:42:46,15.1718,44.3244,60.57,52,8,3.02
422,Benjamin Constant,BR,2022-03-25 00:42:46,-4.3831,-70.0311,77.13,94,93,1.14
423,Kastamonu,TR,2022-03-25 00:42:47,41.5,33.6667,25.61,89,100,3.76
424,Mayo,US,2022-03-25 00:34:27,38.8876,-76.5119,52.95,96,100,8.05
425,Terrak,NO,2022-03-25 00:42:47,65.087,12.3715,42.67,98,100,6.82
426,Forecariah,GN,2022-03-25 00:42:48,9.4306,-13.0881,74.48,89,16,0.94
427,Thohoyandou,ZA,2022-03-25 00:42:48,-22.9456,30.485,70.7,46,94,4.81
428,Kiunga,PG,2022-03-25 00:42:48,-6.1219,141.2906,84.45,67,100,3.89
429,Hoi An,VN,2022-03-25 00:41:24,15.8794,108.335,80.56,85,37,5.84
430,Mirabad,AF,2022-03-25 00:42:49,30.4362,61.8383,63.18,28,0,3.58
431,West Bay,KY,2022-03-25 00:42:49,19.3667,-81.4167,81.07,81,40,8.05
432,Tandur,IN,2022-03-25 00:42:50,17.2333,77.5833,80.94,43,67,4.23
433,Mascota,MX,2022-03-25 00:42:50,20.5167,-104.7833,58.32,29,12,3.65
434,Kirensk,RU,2022-03-25 00:42:51,57.7853,108.1119,12.9,92,99,1.9
435,Northallerton,GB,2022-03-25 00:42:51,54.339,-1.4324,50.92,81,20,4.61
436,Fukue,JP,2022-03-25 00:42:52,32.6881,128.8419,62.96,82,75,13.8
437,Terrace,CA,2022-03-25 00:33:50,54.5163,-128.6035,51.71,43,100,0.0
438,Ko Samui,TH,2022-03-25 00:39:45,9.5357,99.9357,80.51,89,20,0.0
439,Bonavista,CA,2022-03-25 00:42:52,48.6499,-53.1147,28.51,79,100,28.74
440,Pachino,IT,2022-03-25 00:42:53,36.7186,15.0907,51.67,61,0,7.07
441,Castlecomer,IE,2022-03-25 00:42:53,52.8061,-7.2106,44.31,89,84,0.87
442,Zuwarah,LY,2022-03-25 00:42:54,32.9312,12.082,56.39,67,13,18.57
443,Ormara,PK,2022-03-25 00:42:54,25.2088,64.6357,80.64,39,2,7.96
444,Houma,US,2022-03-25 00:42:36,29.5958,-90.7195,64.4,64,0,8.99
445,Omboue,GA,2022-03-25 00:42:55,-1.5746,9.2618,78.19,89,78,3.6
446,Bafra,TR,2022-03-25 00:42:55,41.5678,35.9069,36.21,81,75,5.68
447,Leh,IN,2022-03-25 00:35:14,34.1667,77.5833,20.84,95,100,2.55
448,Kaeo,NZ,2022-03-25 00:42:56,-35.1,173.7833,71.33,84,7,14.0
449,Green Valley,US,2022-03-25 00:42:28,31.8543,-110.9937,81.43,6,0,1.01
450,Tahe,CN,2022-03-25 00:42:56,52.3333,124.7333,26.55,78,100,2.26
451,Yaan,NG,2022-03-25 00:42:56,7.3833,8.5667,84.72,59,89,8.66
452,Walvis Bay,NA,2022-03-25 00:42:57,-22.9575,14.5053,59.95,88,45,2.3
453,Coracora,PE,2022-03-25 00:42:58,-15.0333,-73.7833,51.04,88,75,4.36
454,Geraldton,AU,2022-03-25 00:38:15,-28.7667,114.6,88.21,23,100,18.41
455,Road Town,VG,2022-03-25 00:40:56,18.4167,-64.6167,77.04,78,40,13.8
456,Upernavik,GL,2022-03-25 00:42:58,72.7868,-56.1549,4.51,77,100,6.78
457,Kapuskasing,CA,2022-03-25 00:42:59,49.4169,-82.4331,35.69,69,100,6.91
458,Gbarnga,LR,2022-03-25 00:42:59,6.9956,-9.4722,73.56,97,15,3.02
459,Kisangani,CD,2022-03-25 00:38:53,0.5167,25.2,72.79,78,67,1.03
460,North Bend,US,2022-03-25 00:43:00,43.4065,-124.2243,62.92,84,0,5.75
461,Constitucion,CL,2022-03-25 00:30:56,-35.3333,-72.4167,58.03,61,0,9.22
462,Kerouane,GN,2022-03-25 00:43:00,9.2667,-9.0167,79.66,64,99,3.83
463,Guangyuan,CN,2022-03-25 00:43:00,32.442,105.823,55.81,51,100,16.8
464,Belaya Gora,RU,2022-03-25 00:35:25,68.5333,146.4167,4.19,91,86,3.47
465,Abu Kamal,SY,2022-03-25 00:43:01,34.4506,40.9171,48.96,62,7,7.43
466,Flinders,AU,2022-03-25 00:33:43,-34.5833,150.8552,68.18,88,94,5.99
467,Jiuquan,CN,2022-03-25 00:34:43,39.7432,98.5174,34.52,42,100,3.53
468,Providencia,MX,2022-03-25 00:43:02,28.7167,-111.5833,88.65,13,1,16.22
469,Jumla,NP,2022-03-25 00:34:24,29.2747,82.1838,41.94,47,0,5.3
470,Saran,FR,2022-03-25 00:43:02,47.9501,1.876,50.83,57,0,6.91
471,Altagracia De Orituco,VE,2022-03-25 00:43:03,9.8601,-66.3814,72.86,82,26,7.09
472,Grand Gaube,MU,2022-03-25 00:33:58,-20.0064,57.6608,79.2,87,8,1.99
473,Pitimbu,BR,2022-03-25 00:43:03,-7.4706,-34.8086,75.79,81,100,5.88
474,Poum,NC,2022-03-25 00:39:24,-20.2333,164.0167,80.62,72,53,3.98
475,Westlock,CA,2022-03-25 00:43:04,54.1502,-113.8688,35.69,65,3,10.98
476,Breyten,ZA,2022-03-25 00:43:04,-26.3018,29.987,54.41,75,90,1.99
477,Esik,KZ,2022-03-25 00:35:19,43.3552,77.4525,31.82,86,100,1.19
478,Kostino,RU,2022-03-25 00:43:05,58.9097,53.2691,27.99,87,100,14.85
479,Shelby,US,2022-03-25 00:43:05,35.2001,-89.8668,53.1,58,100,10.36
480,Dhar,IN,2022-03-25 00:43:06,22.6,75.3,76.1,22,30,6.69
481,Brae,GB,2022-03-25 00:43:06,60.3964,-1.353,47.59,93,100,17.65
482,Brisbane,AU,2022-03-25 00:43:07,-27.4679,153.0281,85.17,65,20,3.44
483,Zapolyarnyy,RU,2022-03-25 00:43:07,69.4154,30.8136,24.08,93,100,21.34
484,Port Lincoln,AU,2022-03-25 00:35:51,-34.7333,135.8667,65.8,57,16,11.25
485,Ust-Omchug,RU,2022-03-25 00:42:17,61.15,149.6333,5.49,90,98,3.8
486,Dongsheng,CN,2022-03-25 00:43:08,39.8161,109.9776,38.1,20,100,9.42
487,Mehamn,NO,2022-03-25 00:33:38,71.0357,27.8492,25.38,83,100,24.43
488,Hirara,JP,2022-03-25 00:43:08,24.8,125.2833,71.87,83,75,14.97
489,Hambantota,LK,2022-03-25 00:43:09,6.1241,81.1185,75.54,100,20,1.14
490,Mul,IN,2022-03-25 00:43:09,20.0667,79.6667,79.03,58,20,8.5
491,Kokopo,PG,2022-03-25 00:43:10,-4.352,152.2633,85.57,64,18,4.72
492,Rocha,UY,2022-03-25 00:43:10,-34.4833,-54.3333,57.31,59,93,8.59
493,Samalkot,IN,2022-03-25 00:43:11,17.05,82.1833,77.38,88,11,0.49
494,Eldorado,BR,2022-03-25 00:43:11,-23.7869,-54.2836,71.08,95,30,4.03
495,Caxito,AO,2022-03-25 00:43:11,-8.5785,13.6643,74.73,91,100,2.98
496,Carayao,PY,2022-03-25 00:43:12,-25.1833,-56.4,70.84,99,90,5.23
497,Borcea,RO,2022-03-25 00:43:12,44.3333,27.75,44.89,44,98,7.7
498,Mao,ES,2022-03-25 00:43:13,39.8885,4.2658,55.96,82,75,13.8
499,Hirado,JP,2022-03-25 00:43:13,33.3597,129.5531,63.39,65,100,10.27
500,Jabinyanah,TN,2022-03-25 00:43:14,35.035,10.9081,57.0,68,100,13.47
501,Ayan,RU,2022-03-25 00:43:14,56.45,138.1667,22.62,77,24,2.77
502,Mukhen,RU,2022-03-25 00:43:14,48.1,136.1,38.66,61,100,5.48
503,Pimentel,PE,2022-03-25 00:43:15,-6.8367,-79.9342,71.11,79,27,13.33
504,Maragogi,BR,2022-03-25 00:43:15,-9.0122,-35.2225,78.76,79,100,2.57
505,Shingu,JP,2022-03-25 00:39:17,33.7333,135.9833,57.83,56,96,4.5
506,Kuusamo,FI,2022-03-25 00:43:16,65.9667,29.1833,17.64,79,0,5.75
507,Naze,JP,2022-03-25 00:34:15,28.3667,129.4833,65.32,70,50,21.7
508,Bilma,NE,2022-03-25 00:43:16,18.6853,12.9164,70.23,15,1,10.18
509,Awbari,LY,2022-03-25 00:43:17,26.5921,12.7805,53.31,29,0,10.56
510,Wote,KE,2022-03-25 00:43:17,-1.7808,37.6288,65.89,94,76,2.8
511,Pitanga,BR,2022-03-25 00:43:18,-24.7572,-51.7614,63.48,99,100,3.87
512,Maniitsoq,GL,2022-03-25 00:43:18,65.4167,-52.9,9.32,73,29,4.74
513,Lokosovo,RU,2022-03-25 00:43:18,61.1333,74.8167,17.15,92,100,12.21
514,Macau,MO,2022-03-25 00:43:19,22.2006,113.5461,75.0,94,75,17.27
515,Kozhva,RU,2022-03-25 00:43:19,65.1073,57.0459,9.81,91,86,9.37
516,Wagar,SD,2022-03-25 00:43:20,16.1525,36.2032,68.14,65,7,16.91
517,Port Hawkesbury,CA,2022-03-25 00:43:20,45.6169,-61.3485,31.87,90,75,4.61
518,Havre-Saint-Pierre,CA,2022-03-25 00:43:20,50.2334,-63.5986,28.4,80,100,6.91
519,Alofi,NU,2022-03-25 00:43:21,-19.0595,-169.9187,78.69,94,75,1.14
520,Kichmengskiy Gorodok,RU,2022-03-25 00:43:22,59.9816,45.7854,20.5,85,62,7.92
521,Jiwani,PK,2022-03-25 00:43:22,25.05,61.7417,79.75,49,0,5.59
522,Shache,CN,2022-03-25 00:43:22,38.4167,77.2406,45.05,38,38,7.45
523,Trelew,AR,2022-03-25 00:43:23,-43.249,-65.3051,57.63,66,0,10.09
524,Bandarbeyla,SO,2022-03-25 00:43:23,9.4942,50.8122,76.5,74,53,7.2
525,Lat Yao,TH,2022-03-25 00:43:24,15.751,99.7893,85.35,58,55,3.4
